Target Gene File	gene1	gene2	entrezid1	entrezid2	AMP/DEL	AMP/DEL	pval1	pval2	pval3
APC_wholegenome_results	324	APC	6750	SST	Deletion	Amplification	0.028643356	0.017303946	0.033894854
APC_wholegenome_results	324	APC	100128164	LOC100128164	Deletion	Amplification	0.028643356	0.017632528	0.033894854
APC_wholegenome_results	324	APC	387923	SERP2	Deletion	Amplification	0.028643356	0.017632528	0.033894854
APC_wholegenome_results	324	APC	3827	KNG1	Deletion	Amplification	0.028643356	0.017632528	0.033894854
APC_wholegenome_results	324	APC	100873917	LPP-AS1	Deletion	Amplification	0.028643356	0.018306136	0.033894854
APC_wholegenome_results	324	APC	100131551	LINC00887	Deletion	Amplification	0.028643356	0.018306136	0.033894854
APC_wholegenome_results	324	APC	348840	ANKRD18DP	Deletion	Amplification	0.028643356	0.01865131	0.033894854
APC_wholegenome_results	324	APC	51555	PEX5L	Deletion	Amplification	0.028643356	0.019358778	0.033894854
APC_wholegenome_results	324	APC	344892	RTP2	Deletion	Amplification	0.028643356	0.019721225	0.033894854
APC_wholegenome_results	324	APC	7178	TPT1	Deletion	Amplification	0.028643356	0.019721225	0.033894854
APC_wholegenome_results	324	APC	79024	SMIM2	Deletion	Amplification	0.028643356	0.02123092	0.033894854
APC_wholegenome_results	324	APC	283514	SIAH3	Deletion	Amplification	0.028643356	0.022428328	0.033894854
APC_wholegenome_results	324	APC	4585	MUC4	Deletion	Amplification	0.028643356	0.022840305	0.033894854
APC_wholegenome_results	324	APC	2098	ESD	Deletion	Amplification	0.028643356	0.023684018	0.033894854
APC_wholegenome_results	324	APC	197	AHSG	Deletion	Amplification	0.028643356	0.024554641	0.033894854
APC_wholegenome_results	324	APC	344658	SAMD7	Deletion	Amplification	0.028643356	0.025452858	0.033894854
APC_wholegenome_results	324	APC	161003	STOML3	Deletion	Amplification	0.028643356	0.025912532	0.033894854
APC_wholegenome_results	324	APC	9370	ADIPOQ	Deletion	Amplification	0.028643356	0.025912532	0.033894854
APC_wholegenome_results	324	APC	392309	OR13J1	Deletion	Amplification	0.028643356	0.02685345	0.033894854
APC_wholegenome_results	57709	SLC7A14	324	APC	Amplification	Deletion	0.04954724	0.016350202	0.03228019
APC_wholegenome_results	324	APC	10631	POSTN	Deletion	Amplification	0.028643356	0.027334873	0.033894854
APC_wholegenome_results	324	APC	100509894	CPB2-AS1	Deletion	Amplification	0.028643356	0.027823724	0.033894854
APC_wholegenome_results	324	APC	257313	UTS2B	Deletion	Amplification	0.028643356	0.030382609	0.033894854
APC_wholegenome_results	324	APC	7094	TLN1	Deletion	Amplification	0.028643356	0.033717802	0.033894854
APC_wholegenome_results	324	APC	4026	LPP	Deletion	Amplification	0.028643356	0.038647934	0.033894854
APC_wholegenome_results	324	APC	285242	HTR3E	Deletion	Amplification	0.028643356	0.04064847	0.033894854
APC_wholegenome_results	324	APC	6514	SLC2A2	Deletion	Amplification	0.028643356	0.044177645	0.033894854
APC_wholegenome_results	324	APC	170572	HTR3C	Deletion	Amplification	0.028643356	0.044913675	0.033894854
CDK4_wholegenome_results	51741	WWOX	1019	CDK4	Deletion	Amplification	2.95E-37	0.015150547	0.015447828
CDK4_wholegenome_results	1029	CDKN2A	1019	CDK4	Deletion	Amplification	3.87E-12	0.003014151	0.003892417
CDK4_wholegenome_results	140733	MACROD2	1019	CDK4	Deletion	Amplification	2.57E-11	0.015150547	0.017960478
CDK4_wholegenome_results	1030	CDKN2B	1019	CDK4	Deletion	Amplification	6.60E-09	0.003014151	0.004479287
CDK4_wholegenome_results	100048912	CDKN2B-AS1	1019	CDK4	Deletion	Amplification	2.00E-06	0.003014151	0.003919463
CDK4_wholegenome_results	1019	CDK4	1029	CDKN2A	Amplification	Deletion	1.77E-06	0.005344713	0.014305878
CDK4_wholegenome_results	1019	CDK4	1030	CDKN2B	Amplification	Deletion	1.77E-06	0.004483299	0.024744672
CDK4_wholegenome_results	1019	CDK4	100048912	CDKN2B-AS1	Amplification	Deletion	1.77E-06	0.019038184	0.014305878
CDK4_wholegenome_results	1730	DIAPH2	1019	CDK4	Deletion	Amplification	1.49E-06	0.015150547	0.027248441
CDK4_wholegenome_results	1019	CDK4	51741	WWOX	Amplification	Deletion	1.77E-06	0.015150547	0.036713856
CDK4_wholegenome_results	1019	CDK4	4507	MTAP	Amplification	Deletion	1.77E-06	0.015150547	0.036713856
CDK4_wholegenome_results	1019	CDK4	1730	DIAPH2	Amplification	Deletion	1.77E-06	0.04133453	0.036713856
CDK4_wholegenome_results	1019	CDK4	140733	MACROD2	Amplification	Deletion	1.77E-06	0.046416785	0.036713856
CDK4_wholegenome_results	53353	LRP1B	1019	CDK4	Deletion	Amplification	3.58E-05	0.015150547	0.026224181
EGFR_wholegenome_results	51741	WWOX	1956	EGFR	Deletion	Amplification	2.95E-37	9.11E-06	8.68E-06
EGFR_wholegenome_results	401145	CCSER1	1956	EGFR	Deletion	Amplification	1.04E-21	0.000636299	0.00077753
EGFR_wholegenome_results	1956	EGFR	79682	CENPU	Amplification	Deletion	2.66E-14	0.000243524	0.00059687
EGFR_wholegenome_results	1956	EGFR	291	SLC25A4	Amplification	Deletion	2.66E-14	0.000260645	0.00059687
EGFR_wholegenome_results	1956	EGFR	51741	WWOX	Amplification	Deletion	2.66E-14	0.001897593	8.70E-05
EGFR_wholegenome_results	1956	EGFR	401164	LINC01060	Amplification	Deletion	2.66E-14	0.000319026	0.00059687
EGFR_wholegenome_results	1956	EGFR	56977	STOX2	Amplification	Deletion	2.66E-14	0.000522845	0.00059687
EGFR_wholegenome_results	1956	EGFR	8470	SORBS2	Amplification	Deletion	2.66E-14	0.000843223	0.00059687
EGFR_wholegenome_results	1956	EGFR	3818	KLKB1	Amplification	Deletion	2.66E-14	0.001421622	0.00059687
EGFR_wholegenome_results	1956	EGFR	116966	WDR17	Amplification	Deletion	2.66E-14	0.001041667	0.001766337
EGFR_wholegenome_results	1956	EGFR	4543	MTNR1A	Amplification	Deletion	2.66E-14	0.004606473	0.00059687
EGFR_wholegenome_results	1956	EGFR	55247	NEIL3	Amplification	Deletion	2.66E-14	0.001703844	0.001766337
EGFR_wholegenome_results	1956	EGFR	25854	FAM149A	Amplification	Deletion	2.66E-14	0.006354932	0.00059687
EGFR_wholegenome_results	1956	EGFR	205860	TRIML2	Amplification	Deletion	2.66E-14	0.006439302	0.00059687
EGFR_wholegenome_results	1956	EGFR	285441	F11-AS1	Amplification	Deletion	2.66E-14	0.009487703	0.00059687
EGFR_wholegenome_results	1956	EGFR	256309	CCDC110	Amplification	Deletion	2.66E-14	0.0102332	0.00059687
EGFR_wholegenome_results	1956	EGFR	401145	CCSER1	Amplification	Deletion	2.66E-14	0.003523508	0.001766337
EGFR_wholegenome_results	1956	EGFR	643036	SLED1	Amplification	Deletion	2.66E-14	0.01202982	0.00059687
EGFR_wholegenome_results	1956	EGFR	3660	IRF2	Amplification	Deletion	2.66E-14	0.023357233	0.00059687
EGFR_wholegenome_results	1956	EGFR	403315	CIBAR1P2	Amplification	Deletion	2.66E-14	0.030534598	0.00059687
EGFR_wholegenome_results	1956	EGFR	175	AGA	Amplification	Deletion	2.66E-14	0.030534598	0.00059687
EGFR_wholegenome_results	1956	EGFR	836	CASP3	Amplification	Deletion	2.66E-14	0.03260028	0.00059687
EGFR_wholegenome_results	1956	EGFR	448831	FRG2	Amplification	Deletion	2.66E-14	0.032955945	0.00059687
EGFR_wholegenome_results	1956	EGFR	2483	FRG1	Amplification	Deletion	2.66E-14	0.033314928	0.00059687
EGFR_wholegenome_results	1956	EGFR	1030	CDKN2B	Amplification	Deletion	2.66E-14	0.003616714	0.005787241
EGFR_wholegenome_results	1956	EGFR	728175	LINC02363	Amplification	Deletion	2.66E-14	0.037489577	0.00059687
EGFR_wholegenome_results	1956	EGFR	7424	VEGFC	Amplification	Deletion	2.66E-14	0.013003783	0.001766337
EGFR_wholegenome_results	79682	CENPU	1956	EGFR	Deletion	Amplification	9.05E-12	0.000139954	0.000734441
EGFR_wholegenome_results	1956	EGFR	140733	MACROD2	Amplification	Deletion	2.66E-14	0.006573987	0.005787241
EGFR_wholegenome_results	1956	EGFR	3148	HMGB2	Amplification	Deletion	2.66E-14	0.037647954	0.001766337
EGFR_wholegenome_results	1956	EGFR	53347	UBASH3A	Amplification	Deletion	2.66E-14	0.013124083	0.005787241
EGFR_wholegenome_results	1956	EGFR	2195	FAT1	Amplification	Deletion	2.66E-14	0.020829361	0.004088342
EGFR_wholegenome_results	1956	EGFR	150142	ZNF295-AS1	Amplification	Deletion	2.66E-14	0.017642695	0.005787241
EGFR_wholegenome_results	1956	EGFR	1029	CDKN2A	Amplification	Deletion	2.66E-14	0.02022313	0.005787241
EGFR_wholegenome_results	1956	EGFR	150084	IGSF5	Amplification	Deletion	2.66E-14	0.021471922	0.005787241
EGFR_wholegenome_results	1956	EGFR	1826	DSCAM	Amplification	Deletion	2.66E-14	0.021471922	0.005787241
EGFR_wholegenome_results	1956	EGFR	875	CBS	Amplification	Deletion	2.66E-14	0.027957628	0.005787241
EGFR_wholegenome_results	1956	EGFR	254827	NAALADL2	Amplification	Deletion	2.66E-14	0.015150547	0.021571748
EGFR_wholegenome_results	1956	EGFR	23076	RRP1B	Amplification	Deletion	2.66E-14	0.015150547	0.021571748
EGFR_wholegenome_results	1956	EGFR	100507582	BHLHE40-AS1	Amplification	Deletion	2.66E-14	0.015150547	0.021571748
EGFR_wholegenome_results	1956	EGFR	64754	SMYD3	Amplification	Deletion	2.66E-14	0.015150547	0.021571748
EGFR_wholegenome_results	1956	EGFR	7226	TRPM2	Amplification	Deletion	2.66E-14	0.015150547	0.021571748
EGFR_wholegenome_results	1956	EGFR	266917	D21S2088E	Amplification	Deletion	2.66E-14	0.015740324	0.021571748
EGFR_wholegenome_results	1956	EGFR	6612	SUMO3	Amplification	Deletion	2.66E-14	0.015740324	0.021571748
EGFR_wholegenome_results	1956	EGFR	54072	LINC00158	Amplification	Deletion	2.66E-14	0.015740324	0.021571748
EGFR_wholegenome_results	1956	EGFR	2999	GZMH	Amplification	Deletion	2.66E-14	0.016350202	0.021571748
EGFR_wholegenome_results	1956	EGFR	64092	SAMSN1	Amplification	Deletion	2.66E-14	0.016350202	0.021571748
EGFR_wholegenome_results	1956	EGFR	100874190	SAMSN1-AS1	Amplification	Deletion	2.66E-14	0.016662855	0.021571748
EGFR_wholegenome_results	1956	EGFR	282973	JAKMIP3	Amplification	Deletion	2.66E-14	0.017632528	0.021571748
EGFR_wholegenome_results	1956	EGFR	63951	DMRTA1	Amplification	Deletion	2.66E-14	0.017632528	0.021571748
EGFR_wholegenome_results	1956	EGFR	23562	CLDN14	Amplification	Deletion	2.66E-14	0.017632528	0.021571748
EGFR_wholegenome_results	1956	EGFR	23308	ICOSLG	Amplification	Deletion	2.66E-14	0.017632528	0.021571748
EGFR_wholegenome_results	1956	EGFR	664	BNIP3	Amplification	Deletion	2.66E-14	0.017632528	0.021571748
EGFR_wholegenome_results	1956	EGFR	8568	RRP1	Amplification	Deletion	2.66E-14	0.017632528	0.021571748
EGFR_wholegenome_results	1956	EGFR	5116	PCNT	Amplification	Deletion	2.66E-14	0.018306136	0.021571748
EGFR_wholegenome_results	1956	EGFR	29947	DNMT3L	Amplification	Deletion	2.66E-14	0.020089584	0.021571748
EGFR_wholegenome_results	1956	EGFR	54058	C21orf58	Amplification	Deletion	2.66E-14	0.020463933	0.021571748
EGFR_wholegenome_results	1956	EGFR	3002	GZMB	Amplification	Deletion	2.66E-14	0.016350202	0.028280123
EGFR_wholegenome_results	1956	EGFR	55207	ARL8B	Amplification	Deletion	2.66E-14	0.022022826	0.021571748
EGFR_wholegenome_results	1956	EGFR	6450	SH3BGR	Amplification	Deletion	2.66E-14	0.022022826	0.021571748
EGFR_wholegenome_results	1956	EGFR	7109	TRAPPC10	Amplification	Deletion	2.66E-14	0.022022826	0.021571748
EGFR_wholegenome_results	1956	EGFR	10841	FTCD	Amplification	Deletion	2.66E-14	0.022022826	0.021571748
EGFR_wholegenome_results	1956	EGFR	6573	SLC19A1	Amplification	Deletion	2.66E-14	0.022840305	0.021571748
EGFR_wholegenome_results	1956	EGFR	440416	CCDC144NL-AS1	Amplification	Deletion	2.66E-14	0.023684018	0.021571748
EGFR_wholegenome_results	1956	EGFR	642852	LINC00205	Amplification	Deletion	2.66E-14	0.025000257	0.021571748
EGFR_wholegenome_results	1956	EGFR	100126791	EGOT	Amplification	Deletion	2.66E-14	0.025000257	0.021571748
EGFR_wholegenome_results	1956	EGFR	9695	EDEM1	Amplification	Deletion	2.66E-14	0.025452858	0.021571748
EGFR_wholegenome_results	1956	EGFR	1488	CTBP2	Amplification	Deletion	2.66E-14	0.015150547	0.036713856
EGFR_wholegenome_results	63951	DMRTA1	1956	EGFR	Deletion	Amplification	5.10E-14	0.015150547	0.019708859
EGFR_wholegenome_results	1956	EGFR	3689	ITGB2	Amplification	Deletion	2.66E-14	0.015740324	0.036713856
EGFR_wholegenome_results	1956	EGFR	152330	CNTN4	Amplification	Deletion	2.66E-14	0.027334873	0.021571748
EGFR_wholegenome_results	1956	EGFR	400866	LINC00114	Amplification	Deletion	2.66E-14	0.027823724	0.021571748
EGFR_wholegenome_results	1956	EGFR	8834	TMEM11	Amplification	Deletion	2.66E-14	0.028320095	0.021571748
EGFR_wholegenome_results	1956	EGFR	8208	CHAF1B	Amplification	Deletion	2.66E-14	0.031461391	0.021571748
EGFR_wholegenome_results	1956	EGFR	85395	FAM207A	Amplification	Deletion	2.66E-14	0.032572865	0.021571748
EGFR_wholegenome_results	1956	EGFR	2917	GRM7	Amplification	Deletion	2.66E-14	0.033141102	0.021571748
EGFR_wholegenome_results	1956	EGFR	100861510	LRRC3-DT	Amplification	Deletion	2.66E-14	0.033717802	0.021571748
EGFR_wholegenome_results	1956	EGFR	6782	HSPA13	Amplification	Deletion	2.66E-14	0.036111196	0.021571748
EGFR_wholegenome_results	1956	EGFR	54059	YBEY	Amplification	Deletion	2.66E-14	0.04133453	0.021571748
EGFR_wholegenome_results	1956	EGFR	56894	AGPAT3	Amplification	Deletion	2.66E-14	0.042736101	0.021571748
EGFR_wholegenome_results	1956	EGFR	8204	NRIP1	Amplification	Deletion	2.66E-14	0.042736101	0.021571748
EGFR_wholegenome_results	1956	EGFR	100506334	LINC00649	Amplification	Deletion	2.66E-14	0.044913675	0.021571748
EGFR_wholegenome_results	1956	EGFR	4200	ME2	Amplification	Deletion	2.66E-14	0.046416785	0.021571748
EGFR_wholegenome_results	1956	EGFR	23326	USP22	Amplification	Deletion	2.66E-14	0.032572865	0.047201768
EGFR_wholegenome_results	1029	CDKN2A	1956	EGFR	Deletion	Amplification	3.87E-12	0.003749641	0.003892417
EGFR_wholegenome_results	291	SLC25A4	1956	EGFR	Deletion	Amplification	9.18E-10	0.000139954	0.000956935
EGFR_wholegenome_results	140733	MACROD2	1956	EGFR	Deletion	Amplification	2.57E-11	0.003014151	0.00414908
EGFR_wholegenome_results	2195	FAT1	1956	EGFR	Deletion	Amplification	2.55E-08	0.000139954	0.001063115
EGFR_wholegenome_results	441389	LINC01239	1956	EGFR	Deletion	Amplification	1.81E-11	0.015150547	0.020376932
EGFR_wholegenome_results	836	CASP3	1956	EGFR	Deletion	Amplification	6.30E-07	0.000139954	0.000734441
EGFR_wholegenome_results	1030	CDKN2B	1956	EGFR	Deletion	Amplification	6.60E-09	0.003749641	0.004479287
EGFR_wholegenome_results	116966	WDR17	1956	EGFR	Deletion	Amplification	1.17E-07	0.000636299	0.0040752
EGFR_wholegenome_results	3660	IRF2	1956	EGFR	Deletion	Amplification	3.51E-06	0.000139954	0.00068171
EGFR_wholegenome_results	57587	CFAP97	1956	EGFR	Deletion	Amplification	2.62E-06	0.000139954	0.000956935
EGFR_wholegenome_results	7098	TLR3	1956	EGFR	Deletion	Amplification	2.84E-06	0.000139954	0.001063115
EGFR_wholegenome_results	2762	GMDS	1956	EGFR	Deletion	Amplification	8.68E-08	0.003014151	0.004111185
EGFR_wholegenome_results	25854	FAM149A	1956	EGFR	Deletion	Amplification	8.80E-06	0.000139954	0.001063115
EGFR_wholegenome_results	201965	RWDD4	1956	EGFR	Deletion	Amplification	1.27E-05	0.000139954	0.000956935
EGFR_wholegenome_results	1756	DMD	1956	EGFR	Deletion	Amplification	0.00098172	3.18E-05	7.23E-05
EGFR_wholegenome_results	4543	MTNR1A	1956	EGFR	Deletion	Amplification	1.85E-05	0.000139954	0.001357132
EGFR_wholegenome_results	254827	NAALADL2	1956	EGFR	Deletion	Amplification	1.16E-08	0.015150547	0.020637558
EGFR_wholegenome_results	55247	NEIL3	1956	EGFR	Deletion	Amplification	1.77E-06	0.000636299	0.005478553
EGFR_wholegenome_results	2483	FRG1	1956	EGFR	Deletion	Amplification	4.46E-05	0.000139954	0.001193745
EGFR_wholegenome_results	256309	CCDC110	1956	EGFR	Deletion	Amplification	7.96E-05	0.000139954	0.001063115
EGFR_wholegenome_results	3622	ING2	1956	EGFR	Deletion	Amplification	0.000158549	0.000139954	0.000956935
EGFR_wholegenome_results	3818	KLKB1	1956	EGFR	Deletion	Amplification	0.000155752	0.000139954	0.001063115
EGFR_wholegenome_results	100048912	CDKN2B-AS1	1956	EGFR	Deletion	Amplification	2.00E-06	0.003749641	0.003919463
EGFR_wholegenome_results	401164	LINC01060	1956	EGFR	Deletion	Amplification	0.000188211	0.000139954	0.001193745
EGFR_wholegenome_results	1635	DCTD	1956	EGFR	Deletion	Amplification	0.00022972	0.000139954	0.001063115
EGFR_wholegenome_results	56977	STOX2	1956	EGFR	Deletion	Amplification	0.000274862	0.000139954	0.000956935
EGFR_wholegenome_results	55714	TENM3	1956	EGFR	Deletion	Amplification	0.000350237	0.000139954	0.00086937
EGFR_wholegenome_results	8470	SORBS2	1956	EGFR	Deletion	Amplification	0.000463697	0.000139954	0.000956935
EGFR_wholegenome_results	60684	TRAPPC11	1956	EGFR	Deletion	Amplification	0.000663964	0.000139954	0.000956935
EGFR_wholegenome_results	83891	SNX25	1956	EGFR	Deletion	Amplification	0.001612473	0.000139954	0.000956935
EGFR_wholegenome_results	338376	IFNE	1956	EGFR	Deletion	Amplification	1.48E-05	0.003014151	0.005012287
EGFR_wholegenome_results	7424	VEGFC	1956	EGFR	Deletion	Amplification	6.93E-05	0.000636299	0.005478553
EGFR_wholegenome_results	285441	F11-AS1	1956	EGFR	Deletion	Amplification	0.002395716	0.000139954	0.001193745
EGFR_wholegenome_results	728175	LINC02363	1956	EGFR	Deletion	Amplification	0.004055877	0.000139954	0.000734441
EGFR_wholegenome_results	175	AGA	1956	EGFR	Deletion	Amplification	0.001625748	0.000139954	0.002199647
EGFR_wholegenome_results	448831	FRG2	1956	EGFR	Deletion	Amplification	0.003991717	0.000139954	0.001193745
EGFR_wholegenome_results	391723	HELT	1956	EGFR	Deletion	Amplification	0.005965139	0.000139954	0.000956935
EGFR_wholegenome_results	2823	GPM6A	1956	EGFR	Deletion	Amplification	0.000361055	0.000636299	0.003609347
EGFR_wholegenome_results	2160	F11	1956	EGFR	Deletion	Amplification	0.006014269	0.000139954	0.001063115
EGFR_wholegenome_results	53842	CLDN22	1956	EGFR	Deletion	Amplification	0.007953215	0.000139954	0.001063115
EGFR_wholegenome_results	3148	HMGB2	1956	EGFR	Deletion	Amplification	0.00040968	0.000636299	0.004677735
EGFR_wholegenome_results	55602	CDKN2AIP	1956	EGFR	Deletion	Amplification	0.011114392	0.000139954	0.001063115
EGFR_wholegenome_results	205860	TRIML2	1956	EGFR	Deletion	Amplification	0.010047828	0.000139954	0.001193745
EGFR_wholegenome_results	285440	CYP4V2	1956	EGFR	Deletion	Amplification	0.013397063	0.000139954	0.001063115
EGFR_wholegenome_results	2272	FHIT	1956	EGFR	Deletion	Amplification	0.002786581	0.000787657	0.001002183
EGFR_wholegenome_results	55805	LRP2BP	1956	EGFR	Deletion	Amplification	0.020871117	0.000139954	0.000956935
EGFR_wholegenome_results	79804	HAND2-AS1	1956	EGFR	Deletion	Amplification	0.001163386	0.000636299	0.0040752
EGFR_wholegenome_results	351	APP	1956	EGFR	Deletion	Amplification	7.20E-06	0.015150547	0.044609718
EGFR_wholegenome_results	3689	ITGB2	1956	EGFR	Deletion	Amplification	1.01E-05	0.015150547	0.040423979
EGFR_wholegenome_results	7109	TRAPPC10	1956	EGFR	Deletion	Amplification	1.23E-05	0.015150547	0.040423979
EGFR_wholegenome_results	53347	UBASH3A	1956	EGFR	Deletion	Amplification	0.000182318	0.003014151	0.016703404
EGFR_wholegenome_results	54020	SLC37A1	1956	EGFR	Deletion	Amplification	0.000210764	0.003014151	0.016703404
EGFR_wholegenome_results	132851	SPATA4	1956	EGFR	Deletion	Amplification	0.005198449	0.000636299	0.0040752
EGFR_wholegenome_results	100507582	BHLHE40-AS1	1956	EGFR	Deletion	Amplification	2.70E-05	0.015150547	0.036713856
EGFR_wholegenome_results	6612	SUMO3	1956	EGFR	Deletion	Amplification	2.72E-05	0.015150547	0.040423979
EGFR_wholegenome_results	51809	GALNT7	1956	EGFR	Deletion	Amplification	0.007621837	0.000636299	0.003609347
EGFR_wholegenome_results	7226	TRPM2	1956	EGFR	Deletion	Amplification	3.18E-05	0.015150547	0.045500264
EGFR_wholegenome_results	1476	CSTB	1956	EGFR	Deletion	Amplification	3.29E-05	0.015150547	0.045500264
EGFR_wholegenome_results	23076	RRP1B	1956	EGFR	Deletion	Amplification	3.53E-05	0.015150547	0.045500264
EGFR_wholegenome_results	54674	LRRN3	1956	EGFR	Deletion	Amplification	0.026147578	0.000636299	0.001511523
EGFR_wholegenome_results	401494	HACD4	1956	EGFR	Deletion	Amplification	0.00136284	0.003014151	0.006950509
EGFR_wholegenome_results	11077	HSF2BP	1956	EGFR	Deletion	Amplification	0.000592452	0.003014151	0.016703404
EGFR_wholegenome_results	54033	RBM11	1956	EGFR	Deletion	Amplification	8.02E-05	0.015150547	0.027248441
EGFR_wholegenome_results	7033	TFF3	1956	EGFR	Deletion	Amplification	0.000659751	0.003014151	0.016703404
EGFR_wholegenome_results	56894	AGPAT3	1956	EGFR	Deletion	Amplification	5.99E-05	0.015150547	0.040423979
EGFR_wholegenome_results	64699	TMPRSS3	1956	EGFR	Deletion	Amplification	0.000955366	0.003014151	0.016703404
EGFR_wholegenome_results	64092	SAMSN1	1956	EGFR	Deletion	Amplification	0.000120335	0.015150547	0.028459737
EGFR_wholegenome_results	80781	COL18A1	1956	EGFR	Deletion	Amplification	9.21E-05	0.015150547	0.040423979
EGFR_wholegenome_results	10785	WDR4	1956	EGFR	Deletion	Amplification	0.001593884	0.003014151	0.016703404
EGFR_wholegenome_results	440416	CCDC144NL-AS1	1956	EGFR	Deletion	Amplification	0.000137936	0.015150547	0.040423979
EGFR_wholegenome_results	8624	PSMG1	1956	EGFR	Deletion	Amplification	0.000125383	0.015150547	0.045500264
EGFR_wholegenome_results	5211	PFKL	1956	EGFR	Deletion	Amplification	0.000151981	0.015150547	0.045500264
EGFR_wholegenome_results	5316	PKNOX1	1956	EGFR	Deletion	Amplification	0.002146135	0.003014151	0.016703404
EGFR_wholegenome_results	140458	ASB5	1956	EGFR	Deletion	Amplification	0.04420565	0.000636299	0.0040752
EGFR_wholegenome_results	4781	NFIB	1956	EGFR	Deletion	Amplification	0.00026034	0.015150547	0.02991299
EGFR_wholegenome_results	150142	ZNF295-AS1	1956	EGFR	Deletion	Amplification	0.001945707	0.003014151	0.020136752
EGFR_wholegenome_results	80817	CEP44	1956	EGFR	Deletion	Amplification	0.042563278	0.000636299	0.004677735
EGFR_wholegenome_results	64754	SMYD3	1956	EGFR	Deletion	Amplification	0.000267258	0.015150547	0.033894854
EGFR_wholegenome_results	5116	PCNT	1956	EGFR	Deletion	Amplification	0.000257645	0.015150547	0.040423979
EGFR_wholegenome_results	54058	C21orf58	1956	EGFR	Deletion	Amplification	0.000309779	0.015150547	0.040423979
EGFR_wholegenome_results	6573	SLC19A1	1956	EGFR	Deletion	Amplification	0.000323139	0.015150547	0.040423979
EGFR_wholegenome_results	85395	FAM207A	1956	EGFR	Deletion	Amplification	0.000361447	0.015150547	0.040423979
EGFR_wholegenome_results	89765	RSPH1	1956	EGFR	Deletion	Amplification	0.007093286	0.003014151	0.016703404
EGFR_wholegenome_results	4600	MX2	1956	EGFR	Deletion	Amplification	0.006726157	0.003014151	0.020136752
EGFR_wholegenome_results	6782	HSPA13	1956	EGFR	Deletion	Amplification	0.001006831	0.015150547	0.028459737
EGFR_wholegenome_results	7307	U2AF1	1956	EGFR	Deletion	Amplification	0.007224088	0.003014151	0.020136752
EGFR_wholegenome_results	150000	ABCC13	1956	EGFR	Deletion	Amplification	0.001078083	0.015150547	0.028459737
EGFR_wholegenome_results	51320	MEX3C	1956	EGFR	Deletion	Amplification	0.00140674	0.015150547	0.023925843
EGFR_wholegenome_results	100126791	EGOT	1956	EGFR	Deletion	Amplification	0.001139277	0.015150547	0.033894854
EGFR_wholegenome_results	150084	IGSF5	1956	EGFR	Deletion	Amplification	0.013400631	0.003014151	0.016703404
EGFR_wholegenome_results	285555	STPG2	1956	EGFR	Deletion	Amplification	0.00116024	0.015150547	0.040423979
EGFR_wholegenome_results	100861510	LRRC3-DT	1956	EGFR	Deletion	Amplification	0.001080164	0.015150547	0.045500264
EGFR_wholegenome_results	100506085	LINC02275	1956	EGFR	Deletion	Amplification	0.014986682	0.003014151	0.016703404
EGFR_wholegenome_results	3442	IFNA5	1956	EGFR	Deletion	Amplification	0.048538152	0.003014151	0.005345677
EGFR_wholegenome_results	8553	BHLHE40	1956	EGFR	Deletion	Amplification	0.001540065	0.015150547	0.033894854
EGFR_wholegenome_results	191585	PLAC4	1956	EGFR	Deletion	Amplification	0.015483407	0.003014151	0.020136752
EGFR_wholegenome_results	23328	SASH1	1956	EGFR	Deletion	Amplification	0.038692531	0.003014151	0.009374768
EGFR_wholegenome_results	117583	PARD3B	1956	EGFR	Deletion	Amplification	0.003119606	0.015150547	0.023342202
EGFR_wholegenome_results	727699	LINC00163	1956	EGFR	Deletion	Amplification	0.002018356	0.015150547	0.040423979
EGFR_wholegenome_results	6450	SH3BGR	1956	EGFR	Deletion	Amplification	0.001819546	0.015150547	0.045500264
EGFR_wholegenome_results	55207	ARL8B	1956	EGFR	Deletion	Amplification	0.002334122	0.015150547	0.036713856
EGFR_wholegenome_results	49854	ZBTB21	1956	EGFR	Deletion	Amplification	0.021559304	0.003014151	0.020136752
EGFR_wholegenome_results	4200	ME2	1956	EGFR	Deletion	Amplification	0.003893007	0.015150547	0.024588566
EGFR_wholegenome_results	8568	RRP1	1956	EGFR	Deletion	Amplification	0.002342893	0.015150547	0.045500264
EGFR_wholegenome_results	25825	BACE2	1956	EGFR	Deletion	Amplification	0.027598117	0.003014151	0.020136752
EGFR_wholegenome_results	6619	SNAPC3	1956	EGFR	Deletion	Amplification	0.00423943	0.015150547	0.036713856
EGFR_wholegenome_results	10317	B3GALT5	1956	EGFR	Deletion	Amplification	0.003543935	0.015150547	0.045500264
EGFR_wholegenome_results	8888	MCM3AP	1956	EGFR	Deletion	Amplification	0.004687113	0.015150547	0.040423979
EGFR_wholegenome_results	9695	EDEM1	1956	EGFR	Deletion	Amplification	0.005246085	0.015150547	0.036713856
EGFR_wholegenome_results	8834	TMEM11	1956	EGFR	Deletion	Amplification	0.005018611	0.015150547	0.040423979
EGFR_wholegenome_results	754	PTTG1IP	1956	EGFR	Deletion	Amplification	0.005745932	0.015150547	0.040423979
EGFR_wholegenome_results	5596	MAPK4	1956	EGFR	Deletion	Amplification	0.009197013	0.015150547	0.026224181
EGFR_wholegenome_results	3150	HMGN1	1956	EGFR	Deletion	Amplification	0.005821807	0.015150547	0.045500264
