Target Gene File	gene1	gene2	entrezid1	entrezid2	AMP/DEL	AMP/DEL	pval1	pval2	pval3
ERBB2_wholegenome_results	55140	ELP3	2064	ERBB2	Deletion	Amplification	1.64E-06	0.000781058	0.001028519
ERBB2_wholegenome_results	728047	GOLGA8O	2064	ERBB2	Deletion	Amplification	1.65E-06	0.003424489	0.008150972
ERBB2_wholegenome_results	619351	LINC00589	2064	ERBB2	Deletion	Amplification	1.68E-06	0.000188621	0.000279949
ERBB2_wholegenome_results	55145	THAP1	2064	ERBB2	Deletion	Amplification	1.92E-06	0.016205043	0.031686389
ERBB2_wholegenome_results	8123	PWAR5	2064	ERBB2	Deletion	Amplification	1.93E-06	0.003424489	0.006655605
ERBB2_wholegenome_results	5423	POLB	2064	ERBB2	Deletion	Amplification	1.99E-06	0.016205043	0.031686389
ERBB2_wholegenome_results	90459	ERI1	2064	ERBB2	Deletion	Amplification	2.14E-06	4.78E-05	8.57E-05
ERBB2_wholegenome_results	10907	TXNL4A	2064	ERBB2	Deletion	Amplification	2.18E-06	0.003424489	0.008705089
ERBB2_wholegenome_results	10336	PCGF3	2064	ERBB2	Deletion	Amplification	2.24E-06	0.016205043	0.033894854
ERBB2_wholegenome_results	137868	SGCZ	2064	ERBB2	Deletion	Amplification	2.31E-06	0.016205043	0.017871561
ERBB2_wholegenome_results	653075	GOLGA8T	2064	ERBB2	Deletion	Amplification	2.99E-06	0.003424489	0.006169899
ERBB2_wholegenome_results	5071	PRKN	2064	ERBB2	Deletion	Amplification	3.06E-06	0.016205043	0.025347319
ERBB2_wholegenome_results	84197	POMK	2064	ERBB2	Deletion	Amplification	3.10E-06	0.016205043	0.031686389
ERBB2_wholegenome_results	84286	TMEM175	2064	ERBB2	Deletion	Amplification	3.14E-06	0.016205043	0.033894854
ERBB2_wholegenome_results	8600	TNFSF11	2064	ERBB2	Deletion	Amplification	3.20E-06	0.016205043	0.026224181
ERBB2_wholegenome_results	10460	TACC3	2064	ERBB2	Deletion	Amplification	3.46E-06	0.016205043	0.036713856
ERBB2_wholegenome_results	285463	CTBP1-AS	2064	ERBB2	Deletion	Amplification	3.46E-06	0.016205043	0.036713856
ERBB2_wholegenome_results	57654	UVSSA	2064	ERBB2	Deletion	Amplification	3.46E-06	0.016205043	0.036713856
ERBB2_wholegenome_results	3551	IKBKB	2064	ERBB2	Deletion	Amplification	3.52E-06	0.016205043	0.031686389
ERBB2_wholegenome_results	8140	SLC7A5	2064	ERBB2	Deletion	Amplification	3.81E-06	0.003424489	0.005345677
ERBB2_wholegenome_results	3818	KLKB1	2064	ERBB2	Deletion	Amplification	4.31E-06	0.016205043	0.027248441
ERBB2_wholegenome_results	64092	SAMSN1	2064	ERBB2	Deletion	Amplification	4.34E-06	0.016205043	0.025347319
ERBB2_wholegenome_results	653073	GOLGA8J	2064	ERBB2	Deletion	Amplification	4.66E-06	0.003424489	0.006169899
ERBB2_wholegenome_results	145624	PWAR1	2064	ERBB2	Deletion	Amplification	4.68E-06	0.003424489	0.006397509
ERBB2_wholegenome_results	2961	GTF2E2	2064	ERBB2	Deletion	Amplification	5.06E-06	0.003424489	0.004275853
ERBB2_wholegenome_results	100506755	MIR497HG	2064	ERBB2	Deletion	Amplification	5.27E-06	0.016205043	0.036713856
ERBB2_wholegenome_results	79963	ABCA11P	2064	ERBB2	Deletion	Amplification	5.33E-06	0.016205043	0.033894854
ERBB2_wholegenome_results	427	ASAH1	2064	ERBB2	Deletion	Amplification	6.11E-06	0.003424489	0.004373246
ERBB2_wholegenome_results	29103	DNAJC15	2064	ERBB2	Deletion	Amplification	6.59E-06	0.016205043	0.025347319
ERBB2_wholegenome_results	6782	HSPA13	2064	ERBB2	Deletion	Amplification	6.75E-06	0.016205043	0.025347319
ERBB2_wholegenome_results	9046	DOK2	2064	ERBB2	Deletion	Amplification	6.92E-06	0.003424489	0.004323111
ERBB2_wholegenome_results	124944	C17orf49	2064	ERBB2	Deletion	Amplification	6.96E-06	0.016205043	0.036713856
ERBB2_wholegenome_results	2853	GPR31	2064	ERBB2	Deletion	Amplification	8.05E-06	0.016205043	0.026224181
ERBB2_wholegenome_results	51693	TRAPPC2L	2064	ERBB2	Deletion	Amplification	8.36E-06	0.003424489	0.00511391
ERBB2_wholegenome_results	100652791	GS1-24F4.2	2064	ERBB2	Deletion	Amplification	1.03E-05	4.78E-05	7.55E-05
ERBB2_wholegenome_results	541565	C8orf58	2064	ERBB2	Deletion	Amplification	1.05E-05	0.000781058	0.001015001
ERBB2_wholegenome_results	23078	VWA8	2064	ERBB2	Deletion	Amplification	1.08E-05	0.016205043	0.024588566
ERBB2_wholegenome_results	5108	PCM1	2064	ERBB2	Deletion	Amplification	1.18E-05	0.003424489	0.004373246
ERBB2_wholegenome_results	54478	PIMREG	2064	ERBB2	Deletion	Amplification	1.26E-05	0.016205043	0.040423979
ERBB2_wholegenome_results	84817	TXNDC17	2064	ERBB2	Deletion	Amplification	1.26E-05	0.016205043	0.040423979
ERBB2_wholegenome_results	37	ACADVL	2064	ERBB2	Deletion	Amplification	1.46E-05	0.016205043	0.040423979
ERBB2_wholegenome_results	23362	PSD3	2064	ERBB2	Deletion	Amplification	1.68E-05	0.003424489	0.00414908
ERBB2_wholegenome_results	55958	KLHL9	2064	ERBB2	Deletion	Amplification	1.74E-05	0.016205043	0.023342202
ERBB2_wholegenome_results	57732	ZFYVE28	2064	ERBB2	Deletion	Amplification	1.74E-05	0.016205043	0.040423979
ERBB2_wholegenome_results	55246	CCDC25	2064	ERBB2	Deletion	Amplification	1.74E-05	0.000188621	0.000285491
ERBB2_wholegenome_results	79142	PHF23	2064	ERBB2	Deletion	Amplification	1.80E-05	0.016205043	0.040423979
ERBB2_wholegenome_results	333929	SNAI3	2064	ERBB2	Deletion	Amplification	1.82E-05	0.003424489	0.00511391
ERBB2_wholegenome_results	661	POLR3D	2064	ERBB2	Deletion	Amplification	1.86E-05	0.003424489	0.004231233
ERBB2_wholegenome_results	377630	USP17L2	2064	ERBB2	Deletion	Amplification	1.89E-05	0.000781058	0.001002183
ERBB2_wholegenome_results	146429	SLC22A31	2064	ERBB2	Deletion	Amplification	2.22E-05	0.003424489	0.00511391
ERBB2_wholegenome_results	79612	NAA16	2064	ERBB2	Deletion	Amplification	2.32E-05	0.016205043	0.024588566
ERBB2_wholegenome_results	1808	DPYSL2	2064	ERBB2	Deletion	Amplification	2.52E-05	4.78E-05	8.12E-05
ERBB2_wholegenome_results	152687	ZNF595	2064	ERBB2	Deletion	Amplification	2.75E-05	0.016205043	0.033894854
ERBB2_wholegenome_results	3622	ING2	2064	ERBB2	Deletion	Amplification	2.82E-05	0.016205043	0.028459737
ERBB2_wholegenome_results	1609	DGKQ	2064	ERBB2	Deletion	Amplification	2.92E-05	0.016205043	0.033894854
ERBB2_wholegenome_results	162515	SLC16A11	2064	ERBB2	Deletion	Amplification	3.02E-05	0.016205043	0.036713856
ERBB2_wholegenome_results	526	ATP6V1B2	2064	ERBB2	Deletion	Amplification	3.04E-05	0.000781058	0.001108855
ERBB2_wholegenome_results	2137	EXTL3	2064	ERBB2	Deletion	Amplification	3.15E-05	0.000188621	0.000269798
ERBB2_wholegenome_results	2267	FGL1	2064	ERBB2	Deletion	Amplification	3.37E-05	0.003424489	0.004323111
ERBB2_wholegenome_results	78986	DUSP26	2064	ERBB2	Deletion	Amplification	3.38E-05	0.003424489	0.004752142
ERBB2_wholegenome_results	9724	UTP14C	2064	ERBB2	Deletion	Amplification	3.62E-05	0.016205043	0.027248441
ERBB2_wholegenome_results	353497	POLN	2064	ERBB2	Deletion	Amplification	3.89E-05	0.016205043	0.040423979
ERBB2_wholegenome_results	54849	DEF8	2064	ERBB2	Deletion	Amplification	3.93E-05	0.003424489	0.004832241
ERBB2_wholegenome_results	4752	NEK3	2064	ERBB2	Deletion	Amplification	4.40E-05	0.016205043	0.027248441
ERBB2_wholegenome_results	5368	PNOC	2064	ERBB2	Deletion	Amplification	4.44E-05	0.000781058	0.001057889
ERBB2_wholegenome_results	6950	TCP1	2064	ERBB2	Deletion	Amplification	4.72E-05	0.016205043	0.033894854
ERBB2_wholegenome_results	84296	GINS4	2064	ERBB2	Deletion	Amplification	4.72E-05	0.016205043	0.033894854
ERBB2_wholegenome_results	115992	RNF166	2064	ERBB2	Deletion	Amplification	5.05E-05	0.003424489	0.00511391
ERBB2_wholegenome_results	7732	RNF112	2064	ERBB2	Deletion	Amplification	5.14E-05	0.003424489	0.020136752
ERBB2_wholegenome_results	7700	ZNF141	2064	ERBB2	Deletion	Amplification	5.63E-05	0.016205043	0.033894854
ERBB2_wholegenome_results	392197	USP17L7	2064	ERBB2	Deletion	Amplification	5.79E-05	0.000781058	0.001002183
ERBB2_wholegenome_results	84179	SLC49A3	2064	ERBB2	Deletion	Amplification	5.96E-05	0.016205043	0.033894854
ERBB2_wholegenome_results	1670	DEFA5	2064	ERBB2	Deletion	Amplification	6.18E-05	0.000188621	0.000285491
ERBB2_wholegenome_results	1770	DNAH9	2064	ERBB2	Deletion	Amplification	6.60E-05	0.003424489	0.007685794
ERBB2_wholegenome_results	284111	SLC13A5	2064	ERBB2	Deletion	Amplification	7.77E-05	0.016205043	0.036713856
ERBB2_wholegenome_results	9780	PIEZO1	2064	ERBB2	Deletion	Amplification	7.87E-05	0.003424489	0.00511391
ERBB2_wholegenome_results	80148	SLC66A2	2064	ERBB2	Deletion	Amplification	8.15E-05	0.003424489	0.008705089
ERBB2_wholegenome_results	2580	GAK	2064	ERBB2	Deletion	Amplification	8.94E-05	0.016205043	0.033894854
ERBB2_wholegenome_results	100887750	MRPS31P5	2064	ERBB2	Deletion	Amplification	8.95E-05	0.016205043	0.027248441
ERBB2_wholegenome_results	7419	VDAC3	2064	ERBB2	Deletion	Amplification	1.03E-04	0.016205043	0.031686389
ERBB2_wholegenome_results	285440	CYP4V2	2064	ERBB2	Deletion	Amplification	1.05E-04	0.016205043	0.027248441
ERBB2_wholegenome_results	168002	DACT2	2064	ERBB2	Deletion	Amplification	0.000105194	0.016205043	0.027248441
ERBB2_wholegenome_results	482	ATP1B2	2064	ERBB2	Deletion	Amplification	1.19E-04	0.016205043	0.033894854
ERBB2_wholegenome_results	10161	LPAR6	2064	ERBB2	Deletion	Amplification	0.000135566	0.003424489	0.004918698
ERBB2_wholegenome_results	100506070	RBFADN	2064	ERBB2	Deletion	Amplification	1.51E-04	0.003424489	0.008705089
ERBB2_wholegenome_results	5598	MAPK7	2064	ERBB2	Deletion	Amplification	0.000171635	0.003424489	0.020136752
ERBB2_wholegenome_results	7306	TYRP1	2064	ERBB2	Deletion	Amplification	0.000177613	0.016205043	0.045500264
ERBB2_wholegenome_results	8777	MPDZ	2064	ERBB2	Deletion	Amplification	1.84E-04	0.016205043	0.045500264
ERBB2_wholegenome_results	152641	WWC2-AS2	2064	ERBB2	Deletion	Amplification	1.86E-04	0.003424489	0.007685794
ERBB2_wholegenome_results	1102	RCBTB2	2064	ERBB2	Deletion	Amplification	1.88E-04	0.003424489	0.005012287
ERBB2_wholegenome_results	728175	LINC02363	2064	ERBB2	Deletion	Amplification	0.000221327	0.016205043	0.027248441
ERBB2_wholegenome_results	7884	SLBP	2064	ERBB2	Deletion	Amplification	2.34E-04	0.016205043	0.036713856
ERBB2_wholegenome_results	401164	LINC01060	2064	ERBB2	Deletion	Amplification	2.34E-04	1.62E-02	2.46E-02
ERBB2_wholegenome_results	137075	CLDN23	2064	ERBB2	Deletion	Amplification	2.36E-04	0.000781058	0.001073876
ERBB2_wholegenome_results	6422	SFRP1	2064	ERBB2	Deletion	Amplification	2.36E-04	0.003424489	0.011229887
ERBB2_wholegenome_results	6570	SLC18A1	2064	ERBB2	Deletion	Amplification	2.37E-04	0.000781058	0.001090835
ERBB2_wholegenome_results	3084	NRG1	2064	ERBB2	Deletion	Amplification	2.93E-04	0.003424489	0.004275853
ERBB2_wholegenome_results	4824	NKX3-1	2064	ERBB2	Deletion	Amplification	2.97E-04	4.78E-05	7.23E-05
ERBB2_wholegenome_results	2222	FDFT1	2064	ERBB2	Deletion	Amplification	0.000298262	0.000781058	0.001002183
ERBB2_wholegenome_results	27132	CPNE7	2064	ERBB2	Deletion	Amplification	3.03E-04	0.003424489	0.004832241
ERBB2_wholegenome_results	6452	SH3BP2	2064	ERBB2	Deletion	Amplification	3.08E-04	0.016205043	0.040423979
ERBB2_wholegenome_results	100862704	RB1-DT	2064	ERBB2	Deletion	Amplification	0.000319012	0.016205043	0.021231462
ERBB2_wholegenome_results	643036	SLED1	2064	ERBB2	Deletion	Amplification	3.24E-04	0.016205043	0.028459737
ERBB2_wholegenome_results	8603	FAM193A	2064	ERBB2	Deletion	Amplification	3.27E-04	0.016205043	0.040423979
ERBB2_wholegenome_results	1800	DPEP1	2064	ERBB2	Deletion	Amplification	3.32E-04	0.003424489	0.004832241
ERBB2_wholegenome_results	53834	FGFRL1	2064	ERBB2	Deletion	Amplification	0.000334111	0.016205043	0.033894854
ERBB2_wholegenome_results	7976	FZD3	2064	ERBB2	Deletion	Amplification	0.00033665	0.000781058	0.001028519
ERBB2_wholegenome_results	4157	MC1R	2064	ERBB2	Deletion	Amplification	3.59E-04	0.003424489	0.004832241
ERBB2_wholegenome_results	252969	NEIL2	2064	ERBB2	Deletion	Amplification	4.24E-04	0.000781058	0.001002183
ERBB2_wholegenome_results	649	BMP1	2064	ERBB2	Deletion	Amplification	4.25E-04	0.003424489	0.004231233
ERBB2_wholegenome_results	55893	ZNF395	2064	ERBB2	Deletion	Amplification	4.34E-04	0.000781058	0.001042793
ERBB2_wholegenome_results	54793	KCTD9	2064	ERBB2	Deletion	Amplification	0.000437965	4.78E-05	7.55E-05
ERBB2_wholegenome_results	118	ADD1	2064	ERBB2	Deletion	Amplification	0.000441457	0.016205043	0.040423979
ERBB2_wholegenome_results	7468	NSD2	2064	ERBB2	Deletion	Amplification	5.07E-04	0.016205043	0.033894854
ERBB2_wholegenome_results	4747	NEFL	2064	ERBB2	Deletion	Amplification	5.10E-04	4.78E-05	7.39E-05
ERBB2_wholegenome_results	9583	ENTPD4	2064	ERBB2	Deletion	Amplification	5.19E-04	0.000188621	0.00026073
ERBB2_wholegenome_results	39	ACAT2	2064	ERBB2	Deletion	Amplification	0.000533456	0.016205043	0.033894854
ERBB2_wholegenome_results	26585	GREM1	2064	ERBB2	Deletion	Amplification	0.000541313	0.003424489	0.008150972
ERBB2_wholegenome_results	283768	GOLGA8G	2064	ERBB2	Deletion	Amplification	5.77E-04	0.003424489	0.006169899
ERBB2_wholegenome_results	2675	GFRA2	2064	ERBB2	Deletion	Amplification	6.59E-04	0.003424489	0.004373246
ERBB2_wholegenome_results	79621	RNASEH2B	2064	ERBB2	Deletion	Amplification	6.68E-04	0.016205043	0.023925843
ERBB2_wholegenome_results	22909	FAN1	2064	ERBB2	Deletion	Amplification	6.69E-04	0.016205043	0.025347319
ERBB2_wholegenome_results	5157	PDGFRL	2064	ERBB2	Deletion	Amplification	0.000671081	0.003424489	0.004275853
ERBB2_wholegenome_results	26238	LINC01558	2064	ERBB2	Deletion	Amplification	6.86E-04	0.016205043	0.026224181
ERBB2_wholegenome_results	100287036	LOC100287036	2064	ERBB2	Deletion	Amplification	0.000746477	3.42E-03	4.83E-03
ERBB2_wholegenome_results	353	APRT	2064	ERBB2	Deletion	Amplification	7.67E-04	0.003424489	0.00511391
ERBB2_wholegenome_results	201965	RWDD4	2064	ERBB2	Deletion	Amplification	7.94E-04	0.016205043	0.028459737
ERBB2_wholegenome_results	170960	ZNF721	2064	ERBB2	Deletion	Amplification	8.39E-04	0.016205043	0.033894854
ERBB2_wholegenome_results	2570	GABRR2	2064	ERBB2	Deletion	Amplification	8.73E-04	0.016205043	0.045500264
ERBB2_wholegenome_results	239	ALOX12	2064	ERBB2	Deletion	Amplification	8.78E-04	0.016205043	0.036713856
ERBB2_wholegenome_results	1669	DEFA4	2064	ERBB2	Deletion	Amplification	9.01E-04	4.78E-05	7.73E-05
ERBB2_wholegenome_results	5101	PCDH9	2064	ERBB2	Deletion	Amplification	9.50E-04	0.016205043	0.036713856
ERBB2_wholegenome_results	2588	GALNS	2064	ERBB2	Deletion	Amplification	1.03E-03	0.003424489	0.00511391
ERBB2_wholegenome_results	160851	DGKH	2064	ERBB2	Deletion	Amplification	1.05E-03	0.016205043	0.025347319
ERBB2_wholegenome_results	9605	VPS9D1	2064	ERBB2	Deletion	Amplification	0.00107492	0.003424489	0.004832241
ERBB2_wholegenome_results	4772	NFATC1	2064	ERBB2	Deletion	Amplification	0.001129172	0.003424489	0.008705089
ERBB2_wholegenome_results	642280	ZNF876P	2064	ERBB2	Deletion	Amplification	0.00115437	0.016205043	0.033894854
ERBB2_wholegenome_results	7681	MKRN3	2064	ERBB2	Deletion	Amplification	1.16E-03	0.003424489	0.006655605
ERBB2_wholegenome_results	6416	MAP2K4	2064	ERBB2	Deletion	Amplification	1.36E-03	0.003424489	0.005345677
ERBB2_wholegenome_results	245	ALOX12P2	2064	ERBB2	Deletion	Amplification	0.001363865	0.016205043	0.036713856
ERBB2_wholegenome_results	4763	NF1	2064	ERBB2	Deletion	Amplification	0.00141643	0.016205043	0.045500264
ERBB2_wholegenome_results	8847	DLEU2	2064	ERBB2	Deletion	Amplification	0.001513738	0.016205043	0.023925843
ERBB2_wholegenome_results	10863	ADAM28	2064	ERBB2	Deletion	Amplification	1.52E-03	4.78E-05	7.55E-05
ERBB2_wholegenome_results	221184	CPNE2	2064	ERBB2	Deletion	Amplification	1.53E-03	0.016205043	0.025347319
ERBB2_wholegenome_results	27295	PDLIM3	2064	ERBB2	Deletion	Amplification	0.001571232	0.016205043	0.028459737
ERBB2_wholegenome_results	26512	INTS6	2064	ERBB2	Deletion	Amplification	0.001619366	0.016205043	0.024588566
ERBB2_wholegenome_results	11337	GABARAP	2064	ERBB2	Deletion	Amplification	0.001628624	0.016205043	0.040423979
ERBB2_wholegenome_results	100507240	VWA8-AS1	2064	ERBB2	Deletion	Amplification	1.64E-03	0.016205043	0.025347319
ERBB2_wholegenome_results	10608	MXD4	2064	ERBB2	Deletion	Amplification	0.001718905	0.016205043	0.040423979
ERBB2_wholegenome_results	85002	FAM86B1	2064	ERBB2	Deletion	Amplification	0.001730128	0.000781058	0.001002183
ERBB2_wholegenome_results	23164	MPRIP	2064	ERBB2	Deletion	Amplification	1.79E-03	0.016205043	0.045500264
ERBB2_wholegenome_results	4239	MFAP4	2064	ERBB2	Deletion	Amplification	1.90E-03	0.003424489	0.020136752
ERBB2_wholegenome_results	55135	WRAP53	2064	ERBB2	Deletion	Amplification	1.90E-03	0.016205043	0.045500264
ERBB2_wholegenome_results	55790	CSGALNACT1	2064	ERBB2	Deletion	Amplification	1.90E-03	0.000781058	0.001128035
ERBB2_wholegenome_results	89838	ULK4P1	2064	ERBB2	Deletion	Amplification	1.92E-03	0.003424489	0.006169899
ERBB2_wholegenome_results	647174	SERPINE3	2064	ERBB2	Deletion	Amplification	1.95E-03	0.016205043	0.024588566
ERBB2_wholegenome_results	101929657	LOC101929657	2064	ERBB2	Deletion	Amplification	2.05E-03	0.016205043	0.027248441
ERBB2_wholegenome_results	203069	R3HCC1	2064	ERBB2	Deletion	Amplification	2.21E-03	0.000188621	0.00026073
ERBB2_wholegenome_results	750	GAS8-AS1	2064	ERBB2	Deletion	Amplification	0.00221466	0.003424489	0.004832241
ERBB2_wholegenome_results	8794	TNFRSF10C	2064	ERBB2	Deletion	Amplification	2.23E-03	4.78E-05	7.08E-05
ERBB2_wholegenome_results	5789	PTPRD	2064	ERBB2	Deletion	Amplification	2.31E-03	0.003424489	0.006950509
ERBB2_wholegenome_results	1191	CLU	2064	ERBB2	Deletion	Amplification	2.40E-03	0.000188621	0.000541437
ERBB2_wholegenome_results	7993	UBXN8	2064	ERBB2	Deletion	Amplification	0.002405469	0.003424489	0.004275853
ERBB2_wholegenome_results	66036	MTMR9	2064	ERBB2	Deletion	Amplification	2.46E-03	0.003424489	0.0040752
ERBB2_wholegenome_results	100529209	RNASEK-C17orf49	2064	ERBB2	Deletion	Amplification	2.48E-03	0.016205043	0.036713856
ERBB2_wholegenome_results	100507398	INTS6-AS1	2064	ERBB2	Deletion	Amplification	2.59E-03	0.016205043	0.024588566
ERBB2_wholegenome_results	51003	MED31	2064	ERBB2	Deletion	Amplification	2.62E-03	0.016205043	0.040423979
ERBB2_wholegenome_results	2261	FGFR3	2064	ERBB2	Deletion	Amplification	0.002797078	0.016205043	0.036713856
ERBB2_wholegenome_results	2180	ACSL1	2064	ERBB2	Deletion	Amplification	3.12E-03	0.016205043	0.028459737
ERBB2_wholegenome_results	10206	TRIM13	2064	ERBB2	Deletion	Amplification	3.16E-03	0.016205043	0.023925843
ERBB2_wholegenome_results	647166	C13orf42	2064	ERBB2	Deletion	Amplification	3.19E-03	0.016205043	0.024588566
ERBB2_wholegenome_results	1671	DEFA6	2064	ERBB2	Deletion	Amplification	3.24E-03	4.78E-05	7.73E-05
ERBB2_wholegenome_results	8797	TNFRSF10A	2064	ERBB2	Deletion	Amplification	3.35E-03	0.000188621	2.57E-04
ERBB2_wholegenome_results	6263	RYR3	2064	ERBB2	Deletion	Amplification	3.36E-03	0.016205043	0.026224181
ERBB2_wholegenome_results	100287015	LOC100287015	2064	ERBB2	Deletion	Amplification	3.50E-03	0.000188621	0.000274727
ERBB2_wholegenome_results	7566	ZNF18	2064	ERBB2	Deletion	Amplification	0.003537838	0.003424489	0.007685794
ERBB2_wholegenome_results	283683	LOC283683	2064	ERBB2	Deletion	Amplification	3.75E-03	0.003424489	0.006397509
ERBB2_wholegenome_results	57226	LYRM2	2064	ERBB2	Deletion	Amplification	3.76E-03	0.016205043	0.040423979
ERBB2_wholegenome_results	137492	VPS37A	2064	ERBB2	Deletion	Amplification	3.89E-03	0.003424489	0.004323111
ERBB2_wholegenome_results	100133251	PRR23D2	2064	ERBB2	Deletion	Amplification	3.90E-03	0.000188621	0.000285491
ERBB2_wholegenome_results	100131608	PRR23D1	2064	ERBB2	Deletion	Amplification	0.003903396	0.000188621	0.000285491
ERBB2_wholegenome_results	339983	NAT8L	2064	ERBB2	Deletion	Amplification	3.95E-03	0.016205043	0.040423979
ERBB2_wholegenome_results	23742	NPAP1	2064	ERBB2	Deletion	Amplification	4.03E-03	0.003424489	0.006397509
ERBB2_wholegenome_results	7337	UBE3A	2064	ERBB2	Deletion	Amplification	4.65E-03	0.003424489	0.006655605
ERBB2_wholegenome_results	3660	IRF2	2064	ERBB2	Deletion	Amplification	4.67E-03	0.016205043	0.025347319
ERBB2_wholegenome_results	374868	ATP9B	2064	ERBB2	Deletion	Amplification	4.99E-03	0.003424489	0.008705089
ERBB2_wholegenome_results	317719	KLHL10	2064	ERBB2	Deletion	Amplification	5.06E-03	0.003424489	0.049534613
ERBB2_wholegenome_results	23399	CTDNEP1	2064	ERBB2	Deletion	Amplification	5.06E-03	0.016205043	0.040423979
ERBB2_wholegenome_results	56160	NSMCE3	2064	ERBB2	Deletion	Amplification	0.00550841	0.003424489	0.006169899
ERBB2_wholegenome_results	100132565	GOLGA8F	2064	ERBB2	Deletion	Amplification	0.005733927	0.003424489	0.006169899
ERBB2_wholegenome_results	730087	ZNF726	2064	ERBB2	Deletion	Amplification	0.00573876	0.016205043	0.045500264
ERBB2_wholegenome_results	100506581	C16orf95	2064	ERBB2	Deletion	Amplification	6.02E-03	0.003424489	0.005224623
ERBB2_wholegenome_results	23302	WSCD1	2064	ERBB2	Deletion	Amplification	0.006141873	0.016205043	0.040423979
ERBB2_wholegenome_results	10296	MAEA	2064	ERBB2	Deletion	Amplification	6.15E-03	0.016205043	0.036713856
ERBB2_wholegenome_results	286083	LOC286083	2064	ERBB2	Deletion	Amplification	6.21E-03	0.000781058	0.000911119
ERBB2_wholegenome_results	132625	ZFP42	2064	ERBB2	Deletion	Amplification	0.006243181	0.016205043	0.024588566
ERBB2_wholegenome_results	440138	ALG11	2064	ERBB2	Deletion	Amplification	6.35E-03	0.016205043	0.027248441
ERBB2_wholegenome_results	80011	PSME3IP1	2064	ERBB2	Deletion	Amplification	6.52E-03	0.016205043	0.025347319
ERBB2_wholegenome_results	92305	TMEM129	2064	ERBB2	Deletion	Amplification	6.58E-03	0.016205043	0.036713856
ERBB2_wholegenome_results	28984	RGCC	2064	ERBB2	Deletion	Amplification	6.94E-03	0.016205043	0.025347319
ERBB2_wholegenome_results	51465	UBE2J1	2064	ERBB2	Deletion	Amplification	7.44E-03	0.016205043	0.045500264
ERBB2_wholegenome_results	256309	CCDC110	2064	ERBB2	Deletion	Amplification	7.49E-03	0.016205043	0.028459737
ERBB2_wholegenome_results	7991	TUSC3	2064	ERBB2	Deletion	Amplification	0.007676381	0.016205043	0.018255861
ERBB2_wholegenome_results	1960	EGR3	2064	ERBB2	Deletion	Amplification	7.97E-03	0.000188621	0.000265139
ERBB2_wholegenome_results	220108	FAM124A	2064	ERBB2	Deletion	Amplification	8.04E-03	0.016205043	0.024588566
ERBB2_wholegenome_results	64094	SMOC2	2064	ERBB2	Deletion	Amplification	8.30E-03	0.016205043	0.027248441
ERBB2_wholegenome_results	64478	CSMD1	2064	ERBB2	Deletion	Amplification	0.0089156	0.000188621	0.000183906
ERBB2_wholegenome_results	26082	LINC02249	2064	ERBB2	Deletion	Amplification	9.05E-03	0.003424489	0.006169899
ERBB2_wholegenome_results	115024	NT5C3B	2064	ERBB2	Deletion	Amplification	0.009197756	0.003424489	0.033894854
ERBB2_wholegenome_results	1013	CDH15	2064	ERBB2	Deletion	Amplification	9.24E-03	0.003424489	0.00511391
ERBB2_wholegenome_results	79822	ARHGAP28	2064	ERBB2	Deletion	Amplification	0.009377636	0.016205043	0.040423979
ERBB2_wholegenome_results	10194	TSHZ1	2064	ERBB2	Deletion	Amplification	0.009533733	0.016205043	0.028459737
ERBB2_wholegenome_results	79698	ZMAT4	2064	ERBB2	Deletion	Amplification	9.68E-03	0.003424489	0.010197877
ERBB2_wholegenome_results	7058	THBS2	2064	ERBB2	Deletion	Amplification	0.009729774	0.016205043	0.031686389
ERBB2_wholegenome_results	26260	FBXO25	2064	ERBB2	Deletion	Amplification	1.04E-02	0.003424489	0.003795164
ERBB2_wholegenome_results	521	ATP5ME	2064	ERBB2	Deletion	Amplification	1.06E-02	0.016205043	0.033894854
ERBB2_wholegenome_results	338376	IFNE	2064	ERBB2	Deletion	Amplification	1.14E-02	0.016205043	0.023342202
ERBB2_wholegenome_results	55805	LRP2BP	2064	ERBB2	Deletion	Amplification	1.15E-02	0.016205043	0.028459737
ERBB2_wholegenome_results	29123	ANKRD11	2064	ERBB2	Deletion	Amplification	1.18E-02	0.003424489	0.004832241
ERBB2_wholegenome_results	22850	ADNP2	2064	ERBB2	Deletion	Amplification	1.22E-02	0.003424489	0.008705089
ERBB2_wholegenome_results	440498	HSBP1L1	2064	ERBB2	Deletion	Amplification	1.22E-02	0.003424489	0.008705089
ERBB2_wholegenome_results	401447	USP17L1	2064	ERBB2	Deletion	Amplification	1.23E-02	0.000188621	0.000285491
ERBB2_wholegenome_results	157773	C8orf48	2064	ERBB2	Deletion	Amplification	1.26E-02	0.003424489	0.004189039
ERBB2_wholegenome_results	54758	KLHDC4	2064	ERBB2	Deletion	Amplification	0.012747408	0.003424489	0.005224623
ERBB2_wholegenome_results	6447	SCG5	2064	ERBB2	Deletion	Amplification	1.32E-02	0.003424489	0.007685794
ERBB2_wholegenome_results	100128124	HGC6.3	2064	ERBB2	Deletion	Amplification	1.32E-02	0.016205043	0.027248441
ERBB2_wholegenome_results	433	ASGR2	2064	ERBB2	Deletion	Amplification	1.35E-02	0.016205043	0.040423979
ERBB2_wholegenome_results	114926	SMIM19	2064	ERBB2	Deletion	Amplification	0.013988707	0.016205043	0.02991299
